,label 1,label 2,Dice Score,Hausdorff distance
100,HNC01_473.nii.gz,HNC01_473.nii.gz,0.8660714285714286,4.58257569495584
101,HNC01_476.nii.gz,HNC01_476.nii.gz,0.7832611832611832,1.7320508075688772
102,HNC01_478.nii.gz,HNC01_478.nii.gz,0.9328998464734037,5.830951894845301
103,HNC01_502.nii.gz,HNC01_502.nii.gz,0.8711996405571364,12.0
104,HNC01_505.nii.gz,HNC01_505.nii.gz,0.9232031506399737,5.385164807134504
105,HNC01_510.nii.gz,HNC01_510.nii.gz,0.8456197672044109,3.1622776601683795
106,HNC01_511.nii.gz,HNC01_511.nii.gz,0.9579612801264322,28.089143810376278
107,HNC01_512.nii.gz,HNC01_512.nii.gz,0.9035077359159088,70.73188814106408
108,HNC01_517.nii.gz,HNC01_517.nii.gz,0.956120668162553,25.67099530598687
109,HNC01_522.nii.gz,HNC01_522.nii.gz,0.924554606609491,36.932370625238775
110,HNC01_523.nii.gz,HNC01_523.nii.gz,0.3153860193465961,31.464265445104548
111,HNC01_527.nii.gz,HNC01_527.nii.gz,0.9560549194736092,10.63014581273465
112,HNC01_542.nii.gz,HNC01_542.nii.gz,0.0,inf
113,HNC01_546.nii.gz,HNC01_546.nii.gz,0.8824742268041237,119.37336386313322
114,HNC01_554.nii.gz,HNC01_554.nii.gz,0.912700614226273,3.7416573867739413
115,HNC01_560.nii.gz,HNC01_560.nii.gz,0.02435754189944134,43.02324952859791
116,HNC01_563.nii.gz,HNC01_563.nii.gz,0.8469325897187197,7.0710678118654755
117,HNC01_565.nii.gz,HNC01_565.nii.gz,0.5481481481481482,5.744562646538029
118,HNC01_583.nii.gz,HNC01_583.nii.gz,0.942507068803016,1.4142135623730951
119,HNC01_588.nii.gz,HNC01_588.nii.gz,0.9533673520941747,9.219544457292887
120,HNC01_596.nii.gz,HNC01_596.nii.gz,0.9297531868727963,4.0
121,HNC01_599.nii.gz,HNC01_599.nii.gz,0.9496470116995177,3.7416573867739413
122,HNC01_602.nii.gz,HNC01_602.nii.gz,0.8212209302325582,42.16633728461603
123,HNC01_608.nii.gz,HNC01_608.nii.gz,0.6116163097682605,85.32877591996736
124,HNC01_609.nii.gz,HNC01_609.nii.gz,0.819856137854715,13.45362404707371
125,HNC01_611.nii.gz,HNC01_611.nii.gz,0.8762398901266596,43.289721643826724
126,HNC01_613.nii.gz,HNC01_613.nii.gz,0.931145251396648,2.23606797749979
127,HNC01_620.nii.gz,HNC01_620.nii.gz,0.7320261437908496,1.4142135623730951
128,HNC01_628.nii.gz,HNC01_628.nii.gz,0.8972907886815171,45.39823785126467
129,HNC01_639.nii.gz,HNC01_639.nii.gz,0.4025974025974026,3.0
130,HNC01_644.nii.gz,HNC01_644.nii.gz,0.6650943396226415,30.870698080866262
131,HNC01_668.nii.gz,HNC01_668.nii.gz,0.7601567333470819,28.61817604250837
132,HNC01_671.nii.gz,HNC01_671.nii.gz,0.868569415081043,6.4031242374328485
133,HNC01_678.nii.gz,HNC01_678.nii.gz,0.9067446315152737,1.4142135623730951
134,HNC01_681.nii.gz,HNC01_681.nii.gz,0.9676513928847098,1.4142135623730951
135,HNC01_685.nii.gz,HNC01_685.nii.gz,0.9456740442655935,1.0
136,HNC01_691.nii.gz,HNC01_691.nii.gz,0.7301939878572486,35.832945734337834
137,HNC01_698.nii.gz,HNC01_698.nii.gz,0.9326241134751773,40.718546143004666
138,HNC01_703.nii.gz,HNC01_703.nii.gz,0.5614368526085717,107.32194556566705
139,HNC01_706.nii.gz,HNC01_706.nii.gz,0.9218100415733931,2.8284271247461903
140,HNC01_713.nii.gz,HNC01_713.nii.gz,0.893969083387764,4.242640687119285
141,HNC01_715.nii.gz,HNC01_715.nii.gz,0.7377896316052676,66.37770710110436
142,HNC01_729.nii.gz,HNC01_729.nii.gz,0.3768352365415987,83.49251463454674
143,HNC01_737.nii.gz,HNC01_737.nii.gz,0.8932584269662921,44.14748010928823
144,HNC01_748.nii.gz,HNC01_748.nii.gz,0.8943248532289628,45.70557952810576
145,HNC01_757.nii.gz,HNC01_757.nii.gz,0.9331373989713446,14.212670403551895
146,HNC01_764.nii.gz,HNC01_764.nii.gz,0.9557057752261012,28.442925306655784
147,HNC01_769.nii.gz,HNC01_769.nii.gz,0.9447022134327223,1.7320508075688772
148,HNC01_775.nii.gz,HNC01_775.nii.gz,0.8487993487993488,25.495097567963924
149,HNC01_776.nii.gz,HNC01_776.nii.gz,0.8693143700523279,20.54263858417414
150,HNC01_777.nii.gz,HNC01_777.nii.gz,0.7036115407895622,39.319206502675
151,HNC01_778.nii.gz,HNC01_778.nii.gz,0.8319639278557114,15.297058540778355
152,HNC01_780.nii.gz,HNC01_780.nii.gz,0.12166729252722494,161.24825580452026
153,HNC01_781.nii.gz,HNC01_781.nii.gz,0.2057443213816407,54.86346689738081
154,HNC01_782.nii.gz,HNC01_782.nii.gz,0.8598676527831841,73.32803011127464
155,HNC01_788.nii.gz,HNC01_788.nii.gz,0.1619047619047619,75.45197147855052
156,HNC01_795.nii.gz,HNC01_795.nii.gz,0.9191144276712798,18.708286933869708
157,HNC01_805.nii.gz,HNC01_805.nii.gz,0.9472039395804726,3.3166247903554
158,HNC01_806.nii.gz,HNC01_806.nii.gz,0.9447544246215083,23.2163735324878
159,HNC01_808.nii.gz,HNC01_808.nii.gz,0.9566978457248896,136.53204751998703
160,HNC01_811.nii.gz,HNC01_811.nii.gz,0.8338691588785047,5.385164807134504
161,HNC01_817.nii.gz,HNC01_817.nii.gz,0.7662616154395997,1.7320508075688772
162,HNC01_824.nii.gz,HNC01_824.nii.gz,0.9153426970604037,3.7416573867739413
163,HNC01_825.nii.gz,HNC01_825.nii.gz,0.49615384615384617,13.74772708486752
164,HNC01_830.nii.gz,HNC01_830.nii.gz,0.0,71.02816342831905
165,HNC01_831.nii.gz,HNC01_831.nii.gz,0.879837067209776,2.0
