,label 1,label 2,Dice Score,Hausdorff distance
138,HNC01_703.nii.gz,HNC01_703.nii.gz,0.5351862803075104,100.72239075796404
139,HNC01_706.nii.gz,HNC01_706.nii.gz,0.9303527178784204,2.8284271247461903
140,HNC01_713.nii.gz,HNC01_713.nii.gz,0.8618255772221558,5.0
141,HNC01_715.nii.gz,HNC01_715.nii.gz,0.6817447495961227,7.14142842854285
142,HNC01_729.nii.gz,HNC01_729.nii.gz,0.7456758488148623,82.76472678623425
143,HNC01_737.nii.gz,HNC01_737.nii.gz,0.8644688644688645,2.0
144,HNC01_748.nii.gz,HNC01_748.nii.gz,0.8898637728007388,28.231188426986208
145,HNC01_757.nii.gz,HNC01_757.nii.gz,0.8848763570566948,20.493901531919196
146,HNC01_764.nii.gz,HNC01_764.nii.gz,0.9502077602108878,6.708203932499369
147,HNC01_769.nii.gz,HNC01_769.nii.gz,0.9152489464648041,2.0
148,HNC01_775.nii.gz,HNC01_775.nii.gz,0.8869915579432079,25.0
149,HNC01_776.nii.gz,HNC01_776.nii.gz,0.859066109260965,26.267851073127396
150,HNC01_777.nii.gz,HNC01_777.nii.gz,0.7155107858057347,39.102429592034305
151,HNC01_778.nii.gz,HNC01_778.nii.gz,0.7749478079331942,29.410882339705484
152,HNC01_780.nii.gz,HNC01_780.nii.gz,0.12100714017286734,161.24825580452026
153,HNC01_781.nii.gz,HNC01_781.nii.gz,0.7788060243150063,7.0710678118654755
154,HNC01_782.nii.gz,HNC01_782.nii.gz,0.9030983572468289,2.0
155,HNC01_788.nii.gz,HNC01_788.nii.gz,0.4844290657439446,71.47726911403373
156,HNC01_795.nii.gz,HNC01_795.nii.gz,0.9244562251500741,18.138357147217054
157,HNC01_805.nii.gz,HNC01_805.nii.gz,0.9014741648880726,4.69041575982343
158,HNC01_806.nii.gz,HNC01_806.nii.gz,0.944597135831043,17.72004514666935
159,HNC01_808.nii.gz,HNC01_808.nii.gz,0.9414720971626008,14.730919862656235
160,HNC01_811.nii.gz,HNC01_811.nii.gz,0.7236288659793815,7.0
161,HNC01_817.nii.gz,HNC01_817.nii.gz,0.8446280991735537,2.23606797749979
162,HNC01_824.nii.gz,HNC01_824.nii.gz,0.8521189530832185,28.809720581775867
163,HNC01_825.nii.gz,HNC01_825.nii.gz,0.0,30.14962686336267
164,HNC01_830.nii.gz,HNC01_830.nii.gz,0.09172701338599956,21.79449471770337
165,HNC01_831.nii.gz,HNC01_831.nii.gz,0.9181605611847233,1.0
